f,fft,hht,raw,t
0.0,2.344515649060418e-18,4.587390446282956e-17,51200.0,1.953125e-05
0.78125,0.0010582296353166196,0.001004279387081077,-0.02733,3.90625e-05
1.5625,0.0032697036175800627,0.002915375719500405,0.01758,5.859375e-05
2.34375,0.003944135877540477,0.003911930443877451,-0.02733,7.8125e-05
3.125,0.0018271411395055647,0.003392247148033425,-0.02733,9.765625e-05
3.90625,0.0012597783309124966,0.0019376549091027508,0.01758,0.0001171875
4.6875,0.0026699775184312463,0.002380567588264684,-0.05727,0.00013671875
5.46875,0.0037580259398209154,0.0030374662017926346,0.00261,0.00015625
6.25,0.0024608649847252034,0.0020017685139511847,0.04752,0.00017578125
7.03125,0.0030079332249393297,0.0017233021344935046,-0.01236,0.0001953125
7.8125,0.0031539562937186916,0.0019696276097533774,0.04752,0.00021484375
8.59375,0.002579565029491945,0.0017928936974533495,0.04752,0.000234375
9.375,0.007003808457072089,0.0011167677144141009,0.00261,0.00025390625
10.15625,0.007109323487513037,5.182428201579422e-05,-0.0423,0.0002734375
10.9375,0.003239100534017931,0.0008896822704952112,-0.02733,0.00029296875
11.71875,0.005375515215472065,0.0011760239454477377,0.06248,0.0003125
12.5,0.005221555262183226,0.0012494812800519874,0.00261,0.00033203125
13.28125,0.005563344870578629,0.0013584113560861709,-0.02733,0.0003515625
14.0625,0.015544527964782937,0.0015038540243333454,0.07745,0.00037109375
14.84375,0.0251426198042774,0.001314745684828197,0.01758,0.000390625
15.625,0.02346404676566761,0.0007087123559518803,-0.0423,0.00041015625
16.40625,0.011731889618057786,0.0004977738863496715,0.06248,0.0004296875
17.1875,0.013757916625564942,0.0009371808830950049,0.04752,0.00044921875
17.96875,0.012820209701230125,0.001026071309838507,-0.0423,0.00046875
18.75,0.007095101685293358,0.00037902679153150264,0.04752,0.00048828125
19.53125,0.007988543897209377,0.0005176847846238135,0.09242,0.0005078125
20.3125,0.0030247495709732623,0.0003583395445031038,-0.07223,0.00052734375
21.09375,0.002184312044377862,0.0010366475974228479,-0.07223,0.000546875
21.875,0.0018770915835601158,0.0005939951655806342,0.03254,0.00056640625
22.65625,0.0007375551992362507,0.00032781266021583374,0.00261,0.0005859375
23.4375,0.0008277380192168254,0.0003572426787696918,-0.0423,0.00060546875
24.21875,0.0009820735352428158,0.0008051720500379439,0.01758,0.000625
25.0,0.0007604864088023538,3.9124247536272946e-05,0.03254,0.00064453125
25.78125,0.002000217942805874,0.00131428233103742,-0.0423,0.0006640625
26.5625,0.002040198799449647,0.0009888166358047173,-0.0423,0.00068359375
27.34375,0.0013528897278643937,0.0009986349646469623,0.03254,0.000703125
28.125,0.0028735841672505396,0.0014452989099294723,0.03254,0.00072265625
28.90625,0.006818721925790772,0.00015707480257739207,-0.01236,0.0007421875
29.6875,0.006141444077194828,0.0010608558463479484,0.00261,0.00076171875
30.46875,0.0029239896170998826,0.0009116232275367503,-0.02733,0.00078125
31.25,0.0007758214546316085,0.00038238507186648044,0.00261,0.00080078125
32.03125,0.0016491316480500933,0.0003264583116085541,0.10739,0.0008203125
32.8125,0.0018262726887414244,0.0005757225525427371,0.06248,0.00083984375
33.59375,0.0031312946894351225,0.0007082596213181631,-0.05727,0.000859375
34.375,0.0024310896819947614,0.000903666160855959,0.03254,0.00087890625
35.15625,0.0016116991397490726,0.00021770420498317623,0.09242,0.0008984375
35.9375,0.002532473527297603,0.0009056807372857898,-0.07223,0.00091796875
36.71875,0.0010414151588438176,0.000886407735970395,-0.11714,0.0009375
37.5,0.0016322575840393915,0.00026195282969389446,0.04752,0.00095703125
